Block: 1512
Row TimeStamp TraceOriginalId DocumentHash ContentHash Type DocumentVersion OwnerKey VersionKey OwnerSignature VersionSignature LedgerSignature LedgerSeal Block
11496 2019-04-27T05:02:04.204Z 2eb66f4bdd03d047d80aa99c57a31ff6cfa2b0bcd931f7b75394454bda5a68e5 2eb66f4bdd03d047d80aa99c57a31ff6cfa2b0bcd931f7b75394454bda5a68e5 c8627294541990d9842a92cf1a8b3c1afe97cff4367952fb612a5c34fb903b3b CRE 1 03208a742d353c6c12d23c5a3b4aeefbac809b5e33863ec7100554fe8c28c1c6c4 0272e11a75f262ec58c087e4293dffc46ac55f469efc0a19f57f2b602722af9f83 sEKdEE1+2bKygniX7zNViVQd3PgPmeSsgWfa0Dunq/bmg+NRKHORGo0Pi7Ehdv9ZrViNyIYVfUjRVSegUGRyvQ== 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 GRMUlSeV5geveUQmC0S5sp8qJejk01QacznkjU/RsJnsuTfkTE+SvpI3YCWlF9mNd/zc8w4wQw4DdGyrHwKWqw== Be67qAOceiMg/zKqFXt1p5yIg4cJn0f0wul/a5YejCKmyg6C3Gqu9se5yGptWzlGWEda3XXAf3Cpexbkj5KIPw== 1512
11497 2019-04-27T05:02:05.374Z 2eb66f4bdd03d047d80aa99c57a31ff6cfa2b0bcd931f7b75394454bda5a68e5 da1fb3bfac22971c2c0e18866368eb893022970305969b2e2d6dc7bfb241f6e5 717d16585835f8ec6991071081996893b6f8440f7af48bd48a002d00fec7d2bd AME 2 03208a742d353c6c12d23c5a3b4aeefbac809b5e33863ec7100554fe8c28c1c6c4 03dd8f8400bdaed5797ac28b1cc8ba814bb7a5caf86f7b2fcb7819a76f5cbc8616 Em9akEv3VmmNL0WeC5L/8JZOjbxGmYzhxiPg5WGVFOfvWZeIbkTS+IJci99mjTIfey4lf5oGOO3wp2ahJjzCjA== 8B1Jfo6f+bKK0oN186t3XAp+V8D3L/5lgKwo6unnDLvBPRSQ9lVl3O14wn03A7biG+Iw3TrwBEmv8RIsEZj5vw== hqaD43uNW874JOmZp9gk6NwYpeuDvvZPBbjvMfoM2QCkhel1FnheRPbOpV+3+CCFvRE7XLPxjK+Hwq17GpkbkQ== OLU0DBqUWnNi4pzM3rUZHlsWWyxf5WdQgVMSpjqrYaeAdTJa190OitUgpTmwphbA1tWT5AsQOzUCoWzEdPnqVA== 1512
11498 2019-04-27T05:02:06.547Z 2eb66f4bdd03d047d80aa99c57a31ff6cfa2b0bcd931f7b75394454bda5a68e5 a7549a54a32a71226426c5e42dd34f156edaa6410a500be2179bc66d179cc0e6 dde8bef78cbb720683fa1fe76bfb900592099ed4346ed995bcbc514e9aa67256 TRA 3 03208a742d353c6c12d23c5a3b4aeefbac809b5e33863ec7100554fe8c28c1c6c4 03b5768784fd5d939f3b8556c672c9259734cbb5d4e3e4c3f681c86a92454c903b uBRuBL9VN9k0KfsAbpTosSKaGHosqyqOSPYSHD9BbYYFAW0X1X4ZyE6+cBV6/jPclKI/iUMQzwVeyoORBnI9Yg== WlWMwdthajhrbM861uoGa7ECXx0y0s3/i5E32lLocy3hG2XmvNSvkcPUt17GlzLhmbG6zGf0r96DVgi/6rqlpw== tsyhadohmNtx3hV9IxFBpGghQq4aQk4wXxHijKxqzv3EybZuKwGsryIXhwiHUq/YP+YzJN1q60rD5eyJ6HoCTg== iZOsQyBYbRHn+F7wHrP6t1EBigte2b5bowlo6l0Ru9U5Oig9zNwgQ7/Gg117GQsAW6x5JorNPKu/Vjz/CfHTQg== 1512
11499 2019-04-27T05:02:07.655Z 2eb66f4bdd03d047d80aa99c57a31ff6cfa2b0bcd931f7b75394454bda5a68e5 a5b6e0e7c8296cda24229f1dbfcff3bc6df1a96903c1ff79620febb7f0c8ee34 83b9a67e4bac99af33e9cc44bdd8f78612a14c0bd6872532803d513fd014cd1b INV 4 000000000000000000000000000000000000000000000000000000000000000000 028dd567d17f268d4471837908ee14c68dbbcb7c2142bb509cea6b308a71f7acd4 mYuEw0AChd7YHrLiG0b0e4iaCye7aeW1JRnJqlBeEys+utMPWdnksUsO9B1dBS6kvlgzUf8Qrpcd2H+qXLu+TQ== SVLGepeM8n/y0iCw0/lnFVxGsOclSKy31t0FVCjkKfGpYHQ168OnsQjMfyp3829lk9yGCRCiU7fm45yV3KMviw== Peo3CzwFwk1NvPl9CnEMD1xJC6J9JBAeO2ZTLK3vC07tH5wiAH6YALElxMinFsOj5B9rYGbFULglaoEzBAXU7g== epMxisM1v80xoifgnDQ53SRddO/Kz1XCe876aD14GmvsQ07DQctiRXpaL/T+77Qr+QnZUXRIZFM4X2UrBMvCIQ== 1512
11500 2019-04-27T05:02:10.343Z 07d8ec024f7e29e492887c903b1563d63d41b9edc79697aaade4d3ab0197e740 07d8ec024f7e29e492887c903b1563d63d41b9edc79697aaade4d3ab0197e740 410b1ed8f661b50d2f1db4ed0d0b92f6edcdd96f70a67a302c8fc24550054ac4 CRE 1 031844daa0443d50a12a410ce883f52f0c4f01f316e7dc545fc38f21fd498ed120 021698ec1936b1913e805eabe3bdc38c91902aa3153006b5cb48fe5bc9d426ad9f 3ewFuaQD7cLnZiCNyue0B6n8WEu7DPx2nR4R1oIq0xLxddTRAWu3U9zP/+05mb82gT+vBcS7+DhrFyhNdhBmqA== 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 8MEhQ1w6aZMQq8fcsCWIhdhdFZwhcTxZZQX4ZyJqKQG1aebBZoH6BVkXwU6e04nFB1WnIVy77UXdQVAqLmMdxA== dRkDFqcHG2JArnSXpmJZb0O5+vKMCNlw90r5eHkR2SpjDl/0HMLcIm5+mzK1Sm4uLod6c0O00pL3dFOalInZNg== 1512
11501 2019-04-27T05:02:11.442Z 07d8ec024f7e29e492887c903b1563d63d41b9edc79697aaade4d3ab0197e740 4a1b6009c5ca8944d2b428ad038d6479cb69199971f9db2c09511be418d1ac23 b18e06505c1d3cdae000fd2da9aedd716942bd17191c1e5d380e8f7443ffb2eb AME 2 031844daa0443d50a12a410ce883f52f0c4f01f316e7dc545fc38f21fd498ed120 02fc1c1082ec6a956971d62b5c8c6f9c73458d235e816bc2a4cd796e350682f736 UY6Kha1ghl4bj0Bn17oUJGPiz7eMfIHCXAOXazCNHX+Q32g44ZWGa36XE4TiU9Jrb6Zk8wvdaV1lirjZfWBuGA== iT5aCQTtls8ni1n5zsFdPoB3CSHMjnrXIO/avvW5c+O8CJ7cXqVChNVVadhL6BPhFWpV8C7WN3C3G4keHlsmDw== CKxPvkMs+9+gWXl8yVxsGP+DpmI2YlgAO6VRF+1konebYRYrqIB+1vGR7ls+o16G+9xkDAGBzux8Lv00U8qTgA== aK5ckjeuVyJIDjUwyOtMjS584J1zL44cT7k2+ih1qLVG9jarV0g3+AfD8OawIG4biul15ahlOjwdpeBTm40fKg== 1512
11502 2019-04-27T05:02:22.87Z e513cc09a208fd7941480eb9b69b39d5cd4d3a0ecb99b2f72ee79ab492d07490 e513cc09a208fd7941480eb9b69b39d5cd4d3a0ecb99b2f72ee79ab492d07490 e513cc09a208fd7941480eb9b69b39d5cd4d3a0ecb99b2f72ee79ab492d07490 HBT 1511 037dd82c95c81d5462cc31ca121f45cd5a224914d29855f23579ea825dc9914e69 0315c2761b400de445c70eb2498a3764bb1c2532a24eedfc592f05145ce49958ae U/E4f3d7u3qnP562Uq5wgWIHNBiCOsl/JrULAfFxBf13eWMqkv/1uzniDjkN+xp+z9+BBpEZBjZoJeAbWEERZg== 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 a7djJua67DyfB3jrvqAS3H8GjG5Exc0paEE0kehpJvfBFRdzjYDkSBJot5xRDSN72OXz5g74ekmV7VfEEl5H6A== M/ECVVfmZjFvenXjtlfK+lDo4CukiLFaFhsRX9f4x8Oq7CO0wnfVbOeHcs3nqD6WLW8LeNjTJPEcNBqNsWYSog== 1512
11503 2019-04-27T05:17:04.206Z dfcf1657d75fab8df4600c4ce2c16becfc6956a008ae6859359c84d072d418ce dfcf1657d75fab8df4600c4ce2c16becfc6956a008ae6859359c84d072d418ce dfcf1657d75fab8df4600c4ce2c16becfc6956a008ae6859359c84d072d418ce BLK 1 02b9bc72e1a6fb87de88772d68e550afe3e0709d40f5e80a08a84987ddaa985786 02b9bc72e1a6fb87de88772d68e550afe3e0709d40f5e80a08a84987ddaa985786 TQgvaI0oCVqlsimbgpVZpFW1hCvt1iJEqLOX1wSqBFZE/rnHTf2d/eAZL/dJVAwegXSZJ1OlqCky2kpKbiUeWA== 8K/9yZfq73KLV7h2y8ygfh7E+neKXtkdXbmV8HDg/M9fGVuzpjAqm2TNVKMH2KtoQyNvm/d38ilTO9i5/tSr/A== 7XEHOcGM1pc+nvXt79UxwdArX4G8VgaOXvJ+iiz4+aMA+PfwIwb6wEuhmZe35BQvassUle9Yol1UAhczMR+lyA== yCNOA7dcHlFSq0AjENymyjzhMWQ1p13WAL3GiKinBW9r+/nrnhA9z6/Iv7RuLVCIQX1pBS/uWV4XUzdZFBPIlQ== 1512
