Block: 1903
Row TimeStamp TraceOriginalId DocumentHash ContentHash Type DocumentVersion OwnerKey VersionKey OwnerSignature VersionSignature LedgerSignature LedgerSeal Block
14625 2019-05-01T07:02:04.649Z e3c806e66cf94edc5fc6f954d310d0cfb6fb6141acf307531a5a64530ec2240d e3c806e66cf94edc5fc6f954d310d0cfb6fb6141acf307531a5a64530ec2240d c8627294541990d9842a92cf1a8b3c1afe97cff4367952fb612a5c34fb903b3b CRE 1 0371aa23f5647702a7796d5994f7e539bbbac10ab1013af1c1b6a6dd5ee146d93f 02da87dcc9c7b264b80c66bee4101a8e5085ed7a0b776c919f60225ec19b03b8da qYJEP0Iizo5Utg9Q1beFyuy8zUyJuTKSbkEumqV1IsU5zL8lYYbmuoHeyflmHFXbMgiOYdDlK+ZxehgMyyPN7g== 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 DDal7lhJnX3H0K93l6XKX6HNVFWHm5n1ULFw7SThRPXGoNpGub8Rk2Uho2wMjv/IvYbPRLuwNv5cbCa4U6Abqw== 8pVGT/EUxxKaxYp1ubSUDtJQQSOcOHvfJAcsOEAVFvO/pryJXfJ3MFrTWaPeD2QUF2quEaVhzn5xpEqA+SFF2w== 1903
14626 2019-05-01T07:02:05.875Z e3c806e66cf94edc5fc6f954d310d0cfb6fb6141acf307531a5a64530ec2240d aa19d1b210a08bedee97d43c33e8bc033132ccf54f696121b017d94c02a7acc1 717d16585835f8ec6991071081996893b6f8440f7af48bd48a002d00fec7d2bd AME 2 0371aa23f5647702a7796d5994f7e539bbbac10ab1013af1c1b6a6dd5ee146d93f 03e0285149400291b85fcb887184d527a9d9c300ad5bddef7ba862f9bf53f73bd2 87GDPXg35JecmJXEZyhB0i76JyakffQ+XMaPIh1Nv7rKGPN9qYdtWCN1lIlwY3B3WJHEklLsZac5/WtsTyIg4w== gmqAywyCIODihxUx7T+pKTW1S36a/6Bje+8UullO484ZHfruBLAfxIoj3GBRibD/ckXZpyxEKIMgWn+cYcw4BA== 6CUAHDi5JnFPyq3in4cd1c5DVCTJIK6jK4RLvM2McuZT8BN1P2RjSjisn4L/Z/8U4jxpWejuul5gazg12BFxvA== BkA2mB3gVLjpuSJrDftcEDWScKzujJ5rXKg2uNZMLl5JcJpbB8SqWrLgz8OKZ2jUtqfS+dobI29KA1a+EPCSpw== 1903
14627 2019-05-01T07:02:07.016Z e3c806e66cf94edc5fc6f954d310d0cfb6fb6141acf307531a5a64530ec2240d d7e1cf2c22dcf7fbfec835daeec9f1f8bfb64d7750eca2ef687da3f25d5827b5 dde8bef78cbb720683fa1fe76bfb900592099ed4346ed995bcbc514e9aa67256 TRA 3 0371aa23f5647702a7796d5994f7e539bbbac10ab1013af1c1b6a6dd5ee146d93f 0323094b8f9b1b725faaec01300244dacfe376755a952c338c4abb5c991284b3d4 y65k46c3ID6s1h+dDSZ//eaS6b7lhkpBqOVSllnPppOBIVyU0I3yoPxoi3LuFBI5u6EhwrHRuIPj1IhiT5dxTg== 8U7MocybNoZapI0fM80uCGp/I2Rl8u3He/hAjDV4px36QkxBPUakuqT451UWU73Dd1/CwTmFJR8BKq3L6AiBGA== GZYZ18jhhC55ytcP2Z5Bj18ST3tXwnbIT1+hMjuskxDfW7BzOCOTPLObc9d3bOyqCwKaYiUUw4V96365+4/2yg== Z7H0OnvnMvptgDJKOfg0kvaLndwL0ydHESnYtWchp5dqjUHqEIylPYsXO+BzunfWV02rx7pyCf3RvUH+7GZgug== 1903
14628 2019-05-01T07:02:08.014Z e3c806e66cf94edc5fc6f954d310d0cfb6fb6141acf307531a5a64530ec2240d 7efabd7aee351b8ce3c6c15f14c93bd0473a58610a6c6273b3537e68c95aa94a 83b9a67e4bac99af33e9cc44bdd8f78612a14c0bd6872532803d513fd014cd1b INV 4 000000000000000000000000000000000000000000000000000000000000000000 03d23965b62765a36392466a8e286e30808a53f175abfab90d557a10424e865f24 EBTiWgsWze0slaWjw6soIYltXnCMKnCcHyhAXig7sKam1OVNUPFwr4vj1NbZv9wz8Shq/HgM50C74s3Q15Toaw== jvhgKhbooNZXB1BSsJgWpiuOBXrGoK1WHNyTeqZUtFWSgguKcRfPpFOiUSri43mlW70tJoXSgOkowhJUvSh+4A== xgMrI3/gwatvAPiMCDGZZ1/sBEbJqP/tCWL55sIEcBBRay9HrTFdNWRox0oYcXkBtIuqg6wsq1wSwHfflA4A4Q== U3Tnxm4FT07ncPI6aGtq+PGQQ1Lwc8QfFnoV+atfPvIUp/RP6jrYXIX7IKa7D8DNHZ8Yc1qgHL1DhM1rTftPSg== 1903
14629 2019-05-01T07:02:10.811Z a2a42ec5e7067ef02b5827f145497d071dad9def80b8ea035d85e490bdc43c13 a2a42ec5e7067ef02b5827f145497d071dad9def80b8ea035d85e490bdc43c13 410b1ed8f661b50d2f1db4ed0d0b92f6edcdd96f70a67a302c8fc24550054ac4 CRE 1 026bb5db1308a35d75156bcfa8ada91e890c466293bfa80977580b07fb471fb5aa 0276721e70485d223d4a7d6f378577a6b1466a5df4fa117caa7b6232d587a85437 72Z+a1zYZfFN1FTLd2mfXH6qjhRYlcUbGZX+VctCDd+Ob2atowJw6+27tUqec5ANn1eLPBuXtNo8xFYFUgBsgg== 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 f6/6pGAHykmJM4M407vD+0rRAJSgQelAgTAULFoHbNpBJLcKCfx74Uc5D4SmDXd2lxNlaf4tpSQP8BX/7xAuMg== on9/y4bLcAcKypZhx+ZGRQTDOK58cUU620pTUWbrnUk31+TcQSvfoNQEaVXmeNl0Q0gheG40hhE9D35toOeOcA== 1903
14630 2019-05-01T07:02:11.875Z a2a42ec5e7067ef02b5827f145497d071dad9def80b8ea035d85e490bdc43c13 feeb6213f58508ce435aa0dac09553b4d4fb0f6b8fe641257a32eb2fdc1e2aeb b18e06505c1d3cdae000fd2da9aedd716942bd17191c1e5d380e8f7443ffb2eb AME 2 026bb5db1308a35d75156bcfa8ada91e890c466293bfa80977580b07fb471fb5aa 02829d15617f94b3e8d1f46114c402115daec13380cc29f8a7f3c6310f1ead59b7 wdnjHE/rJsQOBg/tawBKZ5CTY+PsOBinbUELF1TwNmolIZKDgBRcXi3sQbkOnQWZG3sGw0fRc4KFGezCGBu8Jg== TNsoJ1mfctUsysbIYvCb5/pwPzlG5m2UihsjnHUNMATYLAA5yIb0PeaEkvMTmDyMQYkVgcd1DRg6PIBjI5ERxA== LZJJL6e0nlX/wAYXW/50eYEM0IriG74JheowzeQghS9OWkHrBGU/G3qw7tDR+gIo1/fAa3mqhESKeSnFqICvjA== k+x/JvFOVCQFlZma4NH151G4JWwhFJ6SO9+JjpxT6ezE0H5MQwl3IpGZmn9zjS9k+hVkwHpBH6fGDH/yckhE0w== 1903
14631 2019-05-01T07:02:24.935Z ed69983429aad583505fab9225665727db3acf8ae7389bb2a24f300706ca23e9 ed69983429aad583505fab9225665727db3acf8ae7389bb2a24f300706ca23e9 ed69983429aad583505fab9225665727db3acf8ae7389bb2a24f300706ca23e9 HBT 1902 037dd82c95c81d5462cc31ca121f45cd5a224914d29855f23579ea825dc9914e69 02c264784fe6eb1d987456ba18b21f2aaba4df747aeb29326b537cd743d83cc074 HkUgJLI25C9FGK+FkAmJvvvXXLA28WUvS63NLZSN+JnRjQNdsay3qw0rwJQGodxZHMQy5a/G4C2kmTrEQtxSng== 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 cTIU99J0KBucgiorKHadkD/A4c00Zr8Z8HGr0jQKpMoVuL6AEPzAieTCSpw+7nB3zQEKwc4lLsnti2hRAJjsGg== vqo3smhHTaJKBvQn+DoEbL1mxM+PGWXV7bTZLnqrAv/gz+MHc7jrGnQlrmmYtkB05cN8xa+skezFZcWIPLiGUA== 1903
14632 2019-05-01T07:17:04.697Z ea821f41e1251dc1d96118cf041768fa72d8ea7a46173d184759e956b73e7bac ea821f41e1251dc1d96118cf041768fa72d8ea7a46173d184759e956b73e7bac ea821f41e1251dc1d96118cf041768fa72d8ea7a46173d184759e956b73e7bac BLK 1 02b9bc72e1a6fb87de88772d68e550afe3e0709d40f5e80a08a84987ddaa985786 02b9bc72e1a6fb87de88772d68e550afe3e0709d40f5e80a08a84987ddaa985786 SbOyQbjIqSU21XaQrwWQKM/VMI+E/pl0q+3vhkqwd/UYCihnhJW8L9ybxVf6/Sx3P6w+QUrYMHZ3/QeXbdn7Fw== 98CM8DLyV77gz/MiF9ZZOOhe0OOiPxYje1M8WL87pl6xX7qnDR4LXuZMzJLrfeJte2oI4WqhfefZMhyM8kCO6g== 4dYQ2M7WLgQ7s3d7/ZfYjVW9vSo5rm/etfTX/yKc+kUjbEB+n+ZSiIV7lJnjPGin/0p2uy+5mxoZpSB0c+MtXw== XCyFs4J902Dr5D6RDx2lp2SRu/1kUq93lWPljoYJrcPLpkbUy2jS2+ZxBs3iYKfSNdQvuR2XwK3yoIeyTUWUjA== 1903
