Block: 251
Row TimeStamp TraceOriginalId DocumentHash ContentHash Type DocumentVersion OwnerKey VersionKey OwnerSignature VersionSignature LedgerSignature LedgerSeal Block
1867 2019-04-14T03:16:01.358Z 252a85567bec273a1a737a061bd050ffd2c69d25c02775c2c4f7bcfd8a0b5ddb 252a85567bec273a1a737a061bd050ffd2c69d25c02775c2c4f7bcfd8a0b5ddb c8627294541990d9842a92cf1a8b3c1afe97cff4367952fb612a5c34fb903b3b CRE 1 0320773439e438c07c9097131d3684eff18dad2939acf2a976e015d78bb8ae1420 03734e4ae1547baad1605e739e6e1b381734d01bcb8125b14c47c051787ce33572 riBq49dMJVMcSVHioLdarUinQnZh2ViIVYOESocpZYr/G+UlaplqVrSCi/ZweR778Or3/1G0U1MXwxF4tV7WmA== 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 Q5+oghL8++/46XW2vj8oudakif5MUes1TMLXhBROmMAR2vmsXDbftciGWRJqUAQBQY10kRzfQqeROQp8b8xi9A== exMk7TPFXOFxYvI3HjhvG4vWaek1VTFUyCGSJ8xumEBVsiUhKNolGY0BRs7PcrPH428abbNR77S8DbFM6KrMOA== 251
1868 2019-04-14T03:16:02.712Z 252a85567bec273a1a737a061bd050ffd2c69d25c02775c2c4f7bcfd8a0b5ddb db727e1538ec2d2fc86b29fec33859787a5a72c939974b4efc1c7025bb823bf4 717d16585835f8ec6991071081996893b6f8440f7af48bd48a002d00fec7d2bd AME 2 0320773439e438c07c9097131d3684eff18dad2939acf2a976e015d78bb8ae1420 03f5b876ab51efb67165752cb688c5f9d692c8fa79de20fca2e5268f47171e319d w8HCne4P7MnutqblonrJu6nmoLr8qcXO8f5PU2GOsRxd07mijbYNV9SKJ5Q2eXZqoHuPodBWGUoxapWha7r46A== qFZNF3BkifyZwRKZ83ZbDAbnH4zXVwdfPIwKaDIZPW9LJ+CWCmgH5dpIJ7nxBTlmd+n7y/8d8QD/jdpuwEBheg== oc2dsQEzpQKcsxXRXudWmOpGwWcjOPOiEbdbqYYA6HyeWmZxroDVl5mRMxkiG0HejCRNITsyiFUPSTNxoJUUag== 4iNYpwdXWbEXafh6fGu9uLuIKFqGwwzAp46is+cm3qC/yRo0hs/OXfY/QmixGn+M8K6lb6IDWM0+sf0GPzXnEg== 251
1869 2019-04-14T03:16:04.224Z 252a85567bec273a1a737a061bd050ffd2c69d25c02775c2c4f7bcfd8a0b5ddb e110d1edb4d0840049c22241ea03ec6699e5d4d00a870042a3f002ede850c280 dde8bef78cbb720683fa1fe76bfb900592099ed4346ed995bcbc514e9aa67256 TRA 3 0320773439e438c07c9097131d3684eff18dad2939acf2a976e015d78bb8ae1420 034a8b5862d85a5c5711de01460f3c5d6b64882f047d7daa2e072c0839dd5c5483 bTwy71xQ4oKII6n01mwqk39sEGNkq1reNDR+byXMCzBkKssQ2i/nXThIZhsiYrw1L09xs+6DRGxePZh0oV1Gzg== it7JT9cDxyEFNtqocGNNkHKZfVLp4/DUfVGUquxvCtTwAUtmMkQFgQZgqeeffaXRVhhGHgKkppiGBQWWx4PtdA== iuPovrgDbPgw/Icv8Cl7dJZ7g0eludh18pMM+HdL0eT9LtZlll13L8qgiMf8wbtR3fiWmSEMyFU8KBLukji7Ug== ZjSOpnBElPJNsTvZNSAiCgWPtML8cyzPcVeoTAI+k7bTxqIcxpSg8CBfXFePCQIgatpFXWzvC86nTiUOj+2wZQ== 251
1870 2019-04-14T03:16:05.306Z 252a85567bec273a1a737a061bd050ffd2c69d25c02775c2c4f7bcfd8a0b5ddb c98fe6cca42d9c8efe5e0af19d9f2cb70ec7d6cf68acd74aeb76173977d65fd9 83b9a67e4bac99af33e9cc44bdd8f78612a14c0bd6872532803d513fd014cd1b INV 4 000000000000000000000000000000000000000000000000000000000000000000 030e36253f886b7745d8e5a551d5be367c562ed931991b00455ce1ca5f90bb78e1 XvEEqp5Swffe+InQ3mdaQskuWFCQuk91N0qWGmC8iccN53eqpgw+Rm4tYJwwbOmnbMmCsn+9pLuSywqwv0/NWw== RkhzcoFomgvTkSSdnTteV+08qEN+ERHviHqk7e15tk9Iji/98UC7sofFFGm7V1aPkV3bcW2LM2Mopu5SyLc3zw== yU0bZxtK9085A/lo1eDQznNgjg91X284R6WfQiMlbPdcOa+1x9q6o8FnodaYNBFagbSObX8eH23Y/uGB3Zx2+A== D7Dl9bJm6beq7MQwF7j4P1/IREExE3cyPhPRFTL6VOlUhlUVHIamzIAxA9hMY72T20nbBFDqDxhcWS8N3t3J5g== 251
1871 2019-04-14T03:16:07.426Z 4e637a8aa48c7876249da0e32853ac9e4d2c0375c389e68ad4feb905cc7bb967 4e637a8aa48c7876249da0e32853ac9e4d2c0375c389e68ad4feb905cc7bb967 410b1ed8f661b50d2f1db4ed0d0b92f6edcdd96f70a67a302c8fc24550054ac4 CRE 1 03ef1cfa699d7f479f688db0fa66e07e5adf9e222e3104dc53ea68880b0f4965dc 036a96f4b8d415c9026fce436f32d60b7a4b1a709ab5f4c3b7f87fbaabf4903338 Zcgo5MdNInpIqihl21YMxNKPjYJjYdWvi7vwf+UxiEApX7HLBqtAD+KIc4JRTkeSYXFCdYGrniWWZDt0afiHzg== 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 1O6oh6mDI8Y4UpFi7MBm2MWvBl0UfyrDhxGw16hzy6WSD2zKPYWGgQ9NEcXmPgCxJPHbc+ggUfxTNKNbmjKPew== 5g3Y/E9kJJ6i0eUP+D6yos7bA7wuZWDvEtbdaQ3Ny/BvONO4nKMsozXfzEU9gyc25lhF5mdsYqXr2hiaUcuj5g== 251
1872 2019-04-14T03:16:08.782Z 4e637a8aa48c7876249da0e32853ac9e4d2c0375c389e68ad4feb905cc7bb967 e4594b6cbfc7f62f7eb511257c38c600b956bb6a6f6f38efd523dbbc278f7e0c b18e06505c1d3cdae000fd2da9aedd716942bd17191c1e5d380e8f7443ffb2eb AME 2 03ef1cfa699d7f479f688db0fa66e07e5adf9e222e3104dc53ea68880b0f4965dc 02298f0c8052fc0d51ec79d5889d495014db938d7941b95d1df9ce7d15eb30f654 IC85+m6sYG12QxDKknnW1uOPBSr8I2dV8DCgxCOoMtbdlCRatDu9RwnrFCIKkBPBV78nlMkZUd9pmXjBQuvtNw== 7QDDWRamkvhL28i+MxudP3DwlPpzLhm60p7p9tFnjDslX6KUFY8e0VqFUDeTisbaS/pw57xQszxZYErAm2sfug== iWAHHMuRQJ6WAdOHbPLsvN1226z2v3dxTGpeRd/e61dYn7rjynDze2OVKXSqw8qS3wbQRkGWmpAudAJ8cU+SDQ== p2WSUnSp642aEZt5FlYXSJ5CKEfceZ7FYN0HvC/LPfjyy6Mnlj8dY+eHzsEKo4SoP1kyeep3TA4332wf/HcIdQ== 251
1873 2019-04-14T03:17:54.504Z 690473a2e6a03a9eb0c290dc1fc7e31ddc36ddf50479d7bd1a96c3eaedfe2596 690473a2e6a03a9eb0c290dc1fc7e31ddc36ddf50479d7bd1a96c3eaedfe2596 c8627294541990d9842a92cf1a8b3c1afe97cff4367952fb612a5c34fb903b3b CRE 1 0359c877e6d7caace973c751e29ce13382a39227cb7fa4ea161449d26001578fb5 021a190595fd3e5974331e1a495ff6806e0d6ba8189faa2d2134f174678095e4b3 tRaJgwFC08QScPemBmjFN6YUQVMWs9vDpgGHt40D6dPb40AWLVqv4GklKOqM9zLW0ugW3I531EhFx1XHtwXy2Q== 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 bpOHSNXXOmjB+qKEIsAwByAeuhnrOmh1GJmzPjRpjymKaSle+fP6TlEss05hlkt4WsqmWd1UDS6/Eo3OT57sEQ== tBUHebq300dpqRBIzPHtDeMSnp9fzKWlINcuFyKWVQtSp/4NCBOe+IlzEu7s+yhDL6t0ZNRk0sIBuLdgNMS63w== 251
1874 2019-04-14T03:17:55.329Z 690473a2e6a03a9eb0c290dc1fc7e31ddc36ddf50479d7bd1a96c3eaedfe2596 09982cc74540fa27c9bd1cbf11ef05a5fba96b0fe6023b7011812cb2c26c25e1 717d16585835f8ec6991071081996893b6f8440f7af48bd48a002d00fec7d2bd AME 2 0359c877e6d7caace973c751e29ce13382a39227cb7fa4ea161449d26001578fb5 0286f60f1dd7b44583ca1b13a085ab00889fed5a361da5cb3fff9e35857378d0f0 H4/7YMrRh1R9hZ9/pmkaLbC3HsHm7CWT+so7KOeVHDzrO5bN3uRr8fbq/M66dAPtKz3fhEE/nIoP3Rw+YwyxmA== Y7c2DNJtZ7AsqbH94akyVfQmb/eK/SncOjo6IETP1P7P94qzfNRNAtFwjrvBcAdc8DjV8xfc37ZJ2m/rgshAiQ== GYEUZRF5yCgaYCJy25I/ut7+4iF3C3MQkNw1HR6AqRfvYNogY72P8h4wIS1Z1qXGcfsO1s8lDNPZQUnSMYY+cQ== uEC/LErNatgZDm4gUQPK9b6xSqcFJdRD6lJiCTYotSDENXptPkdrzs56Fh1kFUuHr3lyn+Y6n4en9zspidj6+A== 251
1875 2019-04-14T03:17:56.427Z 690473a2e6a03a9eb0c290dc1fc7e31ddc36ddf50479d7bd1a96c3eaedfe2596 f3498b44acfd35909f86e40f876b7eee09dc023f8f57aaf592f6e803bec5c00f dde8bef78cbb720683fa1fe76bfb900592099ed4346ed995bcbc514e9aa67256 TRA 3 0359c877e6d7caace973c751e29ce13382a39227cb7fa4ea161449d26001578fb5 03108eb295805e31e4296cd3fe79870393a3184336c395375bfccf0e95f5b3be36 uWKHkiA5db7n2We59b7n2vD+LXQ7SKMyHSOm3gXLLZGxo5AwReWui10mv+NoamaAUs2tJWyNiAsP4XD3ZGOqyQ== n270ldEK6iySGYCRTMKGjGWPy+OYmvCu13TTt3NolAtaNtUOIR5TnfqP4bczKGo756Zbqf6+gvmFx0QtR7/WTQ== CYSE3COaVYbavhSlEYXmafyNBtgMlz1iHPayaP5Q9LVYun2hclpLO2LPUAgelL6R43uwx+BOC/VNz7t/y36uFA== eZRq8ivdjo9admlFnN2YFa5vwSi3ohut2VGN8ujoxPqxpPGcJzEHkkwJr9GykrpDtrnVgGd9986BjHYxjJC+aQ== 251
1876 2019-04-14T03:17:57.485Z 690473a2e6a03a9eb0c290dc1fc7e31ddc36ddf50479d7bd1a96c3eaedfe2596 b68bc5941a0f7a15425ffd68f80d1704df1ba2065c1395f1b09574374dc25444 83b9a67e4bac99af33e9cc44bdd8f78612a14c0bd6872532803d513fd014cd1b INV 4 000000000000000000000000000000000000000000000000000000000000000000 03f46fed279095977d08477567bbcf2abfe0c59d77f011454ce3b73f0d636b576f Txs/U5A7OMEnyG1JIHDLtANSLtNcmGR5j/5qAvDVfla+v8aCbT/I306gx8vt6NDLxBhiuQ1iCtBYAhRc+q/crA== NfZkaWv1OpBvg6OQD/WhnFcHx3kGCUmfP/jVwdDSleZMXVzsy6HLc+UuNGRcxMLFKnrCSgl7o24XIo1RD3kz9A== vlb/8oGCchgHUfptrfF88Vqze7Vd2zBNnKslKHecV8W9RZNR+mQ6q/lux0ZFt4LIEEjbnT9GEyzATYuOlDrITQ== +qSAz0t1UQBnrNgCa2J5SEcWz4S320FxOObbHhw+TqwApeqGDx5vggvpUHrWFFQqIMxdDI9+/E+LrHFewT/C+A== 251
